,filename,A,C,D,G,H,I,J,K,N,O,P,S,U,V,X,Y,Z,tekstikood,keeletase
101,doc_532115409107_item.txt,3.333333333333333,1.3333333333333337,6.666666666666668,1.3333333333333337,1.3333333333333337,0.0,2.666666666666667,0.6666666666666667,0.6666666666666667,1.3333333333333337,4.666666666666667,20.666666666666668,0.0,14.000000000000002,0.0,0.0,1.3333333333333337,doc_532115409107_item.txt,B1
137,doc_104580264072_item.txt,3.361344537815126,0.8403361344537815,10.92436974789916,0.0,0.8403361344537815,0.0,3.361344537815126,0.0,0.8403361344537815,0.0,3.361344537815126,20.168067226890763,0.0,15.966386554621847,0.0,0.0,2.5210084033613445,doc_104580264072_item.txt,B1
153,doc_104580264073_item.txt,6.986899563318777,0.4366812227074235,3.4934497816593884,0.0,4.80349344978166,0.0,1.310043668122271,1.7467248908296942,0.8733624454148471,0.0,4.366812227074235,19.65065502183406,0.4366812227074235,10.480349344978166,0.0,0.0,0.8733624454148471,doc_104580264073_item.txt,B1
159,doc_598411711904_item.txt,1.0928961748633879,0.0,2.7322404371584703,0.5464480874316939,6.0109289617486334,0.0,0.0,0.0,8.743169398907106,0.5464480874316939,3.825136612021858,19.12568306010929,0.0,6.557377049180328,0.0,1.639344262295082,3.825136612021858,doc_598411711904_item.txt,A2
172,doc_598411711905_item.txt,1.0928961748633879,0.0,4.371584699453551,0.5464480874316939,7.650273224043716,1.0928961748633879,0.5464480874316939,0.0,4.371584699453551,1.639344262295082,3.825136612021858,14.754098360655734,0.0,7.650273224043716,0.0,1.639344262295082,3.278688524590164,doc_598411711905_item.txt,A2
182,doc_909187922567_item.txt,1.8072289156626504,0.0,5.421686746987952,0.6024096385542169,3.0120481927710845,0.0,1.8072289156626504,0.6024096385542169,0.0,1.2048192771084338,1.8072289156626504,24.69879518072289,0.0,12.650602409638553,0.0,1.2048192771084338,1.8072289156626504,doc_909187922567_item.txt,A2
199,doc_909187922566_item.txt,7.894736842105262,0.0,7.0175438596491215,0.0,1.7543859649122806,0.0,2.631578947368421,2.631578947368421,0.8771929824561403,1.7543859649122806,2.631578947368421,18.421052631578945,0.0,8.771929824561402,0.0,0.0,0.8771929824561403,doc_909187922566_item.txt,A2
237,doc_536541856889_item.txt,6.960556844547564,0.2320185614849188,6.0324825986078885,0.2320185614849188,3.016241299303944,0.0,1.160092807424594,2.5522041763341066,0.6960556844547563,0.6960556844547563,2.7842227378190247,18.793503480278424,0.0,8.120649651972156,0.0,0.2320185614849188,1.8561484918793505,doc_536541856889_item.txt,C1
246,doc_418635605053_item.txt,4.166666666666666,0.3205128205128205,3.8461538461538463,0.0,1.1217948717948718,0.16025641025641024,0.9615384615384616,0.8012820512820512,0.8012820512820512,0.4807692307692308,2.083333333333333,12.339743589743593,0.0,7.211538461538462,0.0,0.4807692307692308,0.9615384615384616,doc_418635605053_item.txt,B2
247,doc_536541856888_item.txt,8.80952380952381,0.2380952380952381,4.761904761904762,0.4761904761904762,2.380952380952381,0.0,1.4285714285714286,0.7142857142857143,0.9523809523809524,0.4761904761904762,2.619047619047619,15.952380952380947,0.0,7.6190476190476195,0.0,0.2380952380952381,1.6666666666666667,doc_536541856888_item.txt,B2
294,doc_173023919385_item.txt,3.418803418803419,0.0,5.128205128205128,0.0,0.0,0.0,2.564102564102564,1.7094017094017095,2.564102564102564,0.0,4.2735042735042725,15.384615384615385,0.0,12.82051282051282,0.0,0.0,1.7094017094017095,doc_173023919385_item.txt,B1
315,doc_173023919384_item.txt,11.764705882352938,0.0,7.352941176470589,0.0,1.4705882352941175,0.0,2.9411764705882346,0.0,2.9411764705882346,0.0,2.9411764705882346,23.529411764705877,0.0,4.411764705882354,0.0,0.0,4.411764705882354,doc_173023919384_item.txt,A2
324,doc_873901597566_item.txt,5.042016806722689,0.8403361344537815,4.761904761904762,0.0,1.400560224089636,0.0,1.1204481792717087,1.400560224089636,0.5602240896358543,0.5602240896358543,2.5210084033613445,9.803921568627453,0.0,7.002801120448179,0.0,0.2801120448179272,1.1204481792717087,doc_873901597566_item.txt,A2
359,doc_491521502107_item.txt,5.477855477855479,0.11655011655011654,5.827505827505827,0.0,1.981351981351981,0.0,1.048951048951049,1.8648018648018647,0.2331002331002331,0.2331002331002331,2.2144522144522143,17.482517482517483,0.0,7.575757575757576,0.0,0.34965034965034963,1.048951048951049,doc_491521502107_item.txt,B2
430,doc_646502755911_item.txt,1.4492753623188406,0.0,4.3478260869565215,0.4830917874396135,4.8309178743961345,0.0,0.966183574879227,0.4830917874396135,4.8309178743961345,0.966183574879227,4.3478260869565215,16.425120772946862,0.0,7.246376811594202,0.0,1.932367149758454,2.415458937198068,doc_646502755911_item.txt,A2
440,doc_646502755910_item.txt,0.9345794392523364,0.0,5.607476635514018,0.4672897196261682,4.672897196261682,0.0,0.9345794392523364,0.9345794392523364,4.205607476635514,0.9345794392523364,3.2710280373831773,20.560747663551396,0.0,9.345794392523365,0.0,1.4018691588785046,2.336448598130841,doc_646502755910_item.txt,A2
441,doc_903162473846_item.txt,4.12573673870334,0.19646365422396853,6.286836935166995,0.3929273084479371,1.5717092337917484,0.0,0.9823182711198428,0.9823182711198428,0.19646365422396853,0.19646365422396853,2.5540275049115917,10.805500982318273,0.0,5.304518664047151,0.19646365422396853,0.19646365422396853,0.7858546168958742,doc_903162473846_item.txt,B1
461,doc_705315966707_item.txt,5.992509363295881,1.49812734082397,4.49438202247191,0.3745318352059925,3.3707865168539324,0.0,1.49812734082397,1.49812734082397,1.1235955056179776,0.0,2.9962546816479403,13.857677902621724,0.0,6.741573033707866,0.3745318352059925,0.0,1.49812734082397,doc_705315966707_item.txt,B1
476,doc_705315966706_item.txt,7.174887892376683,0.4484304932735426,10.31390134529148,0.0,0.0,0.0,2.242152466367713,2.242152466367713,0.4484304932735426,0.0,3.1390134529147984,15.695067264573991,0.0,10.762331838565023,0.0,0.0,0.8968609865470852,doc_705315966706_item.txt,C1
478,doc_963698342844_item.txt,4.275862068965517,0.9655172413793104,3.310344827586207,0.0,1.9310344827586208,0.0,1.1034482758620692,0.9655172413793104,6.206896551724138,0.6896551724137931,1.6551724137931034,12.275862068965518,0.0,5.241379310344827,0.0,0.13793103448275862,0.9655172413793104,doc_963698342844_item.txt,C1
500,doc_213943984997_item.txt,2.2522522522522523,0.0,10.810810810810812,0.4504504504504505,0.9009009009009008,0.0,2.702702702702702,2.702702702702702,0.9009009009009008,1.351351351351351,4.504504504504505,13.063063063063064,0.0,11.26126126126126,0.0,0.9009009009009008,2.702702702702702,doc_213943984997_item.txt,B2
522,doc_213943984996_item.txt,6.382978723404255,0.30395136778115506,6.382978723404255,0.0,0.6079027355623101,0.0,1.8237082066869301,0.30395136778115506,0.9118541033434651,1.2158054711246202,3.343465045592705,13.98176291793313,0.0,10.030395136778118,0.0,0.0,2.4316109422492405,doc_213943984996_item.txt,B1
562,doc_2859540146_item.txt,1.8450184501845015,0.0,5.904059040590407,0.0,2.5830258302583027,0.3690036900369004,1.4760147601476017,0.3690036900369004,1.8450184501845015,0.3690036900369004,2.2140221402214015,15.498154981549813,0.0,6.273062730627307,0.0,0.0,2.5830258302583027,doc_2859540146_item.txt,B1
568,doc_64491202777_item.txt,5.103969754253309,0.1890359168241966,3.969754253308128,0.0,1.5122873345935728,0.0,1.5122873345935728,1.1342155009451798,0.9451795841209829,0.5671077504725899,2.6465028355387523,13.988657844990547,0.0,6.4272211720226835,0.0,0.5671077504725899,1.1342155009451798,doc_64491202777_item.txt,B2
578,doc_2859540147_item.txt,2.2857142857142856,0.0,6.0,0.0,2.2857142857142856,0.5714285714285714,1.1428571428571428,1.1428571428571428,1.7142857142857144,0.8571428571428572,2.8571428571428568,16.285714285714292,0.0,8.571428571428571,0.0,0.8571428571428572,2.2857142857142856,doc_2859540147_item.txt,B1
589,doc_64491202776_item.txt,4.886561954624781,0.6980802792321117,3.8394415357766154,0.0,1.2216404886561951,0.17452006980802792,0.8726003490401396,0.6980802792321117,0.8726003490401396,1.2216404886561951,2.2687609075043627,12.041884816753926,0.17452006980802792,6.806282722513089,0.0,0.5235602094240838,1.3961605584642234,doc_64491202776_item.txt,B2
612,doc_767882159242_item.txt,11.059907834101384,0.4608294930875576,5.529953917050692,1.8433179723502304,1.3824884792626728,0.0,1.8433179723502304,1.8433179723502304,1.8433179723502304,0.4608294930875576,2.3041474654377883,19.815668202764982,0.0,8.294930875576037,0.0,0.0,2.7649769585253456,doc_767882159242_item.txt,B1
621,doc_187171738581_item.txt,4.83005366726297,0.17889087656529518,5.9033989266547415,0.0,1.7889087656529516,0.0,1.073345259391771,1.7889087656529516,1.2522361359570662,0.5366726296958855,1.9677996422182469,17.173524150268335,0.0,7.8711985688729875,0.0,0.7155635062611807,1.6100178890876566,doc_187171738581_item.txt,B2
629,doc_685122975295_item.txt,5.529953917050692,0.4608294930875576,5.990783410138247,0.0,1.3824884792626728,0.0,1.3824884792626728,0.4608294930875576,0.9216589861751152,1.8433179723502304,2.7649769585253456,14.285714285714285,0.0,8.294930875576037,0.0,0.9216589861751152,1.8433179723502304,doc_685122975295_item.txt,B1
633,doc_187171738580_item.txt,4.2201834862385335,0.3669724770642202,5.137614678899083,0.0,2.201834862385321,0.0,1.2844036697247707,0.9174311926605504,0.9174311926605504,0.3669724770642202,2.201834862385321,18.348623853211013,0.0,6.055045871559633,0.0,0.7339449541284404,1.4678899082568808,doc_187171738580_item.txt,B2
656,doc_395296504080_item.txt,0.5555555555555556,0.0,3.333333333333333,0.5555555555555556,5.0,0.0,1.1111111111111112,0.0,6.111111111111112,2.2222222222222223,4.4444444444444455,19.44444444444445,0.0,6.666666666666668,0.0,1.6666666666666667,3.333333333333333,doc_395296504080_item.txt,A2
662,doc_395296504081_item.txt,1.2345679012345678,0.0,4.320987654320987,0.6172839506172839,5.5555555555555545,0.0,1.2345679012345678,0.0,5.5555555555555545,1.2345679012345678,4.320987654320987,20.37037037037037,0.0,9.25925925925926,0.0,1.851851851851852,3.08641975308642,doc_395296504081_item.txt,A2
677,doc_909187922559_item.txt,9.649122807017543,0.8771929824561403,12.280701754385964,0.0,0.8771929824561403,0.0,1.7543859649122806,2.631578947368421,0.0,0.0,5.263157894736842,20.175438596491226,0.0,7.0175438596491215,0.0,0.0,1.7543859649122806,doc_909187922559_item.txt,B1
688,doc_909187922558_item.txt,11.25,0.0,12.5,0.0,1.25,0.0,5.0,2.5,2.5,0.0,7.5,5.0,0.0,10.0,0.0,1.25,5.0,doc_909187922558_item.txt,A2
715,doc_534729444730_item.txt,4.531722054380665,0.6042296072507553,5.4380664652567985,0.0,1.5105740181268883,0.0,0.906344410876133,0.906344410876133,1.2084592145015105,0.3021148036253776,3.3232628398791544,11.178247734138973,0.0,7.854984894259817,0.0,0.0,2.114803625377644,doc_534729444730_item.txt,B1
721,doc_352153836049_item.txt,3.965014577259475,0.1749271137026239,6.822157434402333,0.058309037900874626,0.932944606413994,0.058309037900874626,0.6997084548104956,1.6326530612244898,0.2915451895043732,0.11661807580174928,1.1661807580174928,13.294460641399414,0.058309037900874626,7.93002915451895,0.0,0.11661807580174928,0.8163265306122449,doc_352153836049_item.txt,C1
726,doc_250437183678_item.txt,4.761904761904762,0.0,8.994708994708995,1.058201058201058,2.1164021164021163,0.0,1.5873015873015872,2.1164021164021163,1.058201058201058,0.0,3.1746031746031744,14.285714285714285,0.0,11.111111111111109,0.0,0.0,1.058201058201058,doc_250437183678_item.txt,B1
729,doc_352153836048_item.txt,4.217687074829931,0.20408163265306126,4.625850340136053,0.0,0.8163265306122449,0.06802721088435372,0.4761904761904762,1.0884353741496595,0.13605442176870747,0.13605442176870747,1.6326530612244898,7.551020408163265,0.0,5.374149659863947,0.06802721088435372,0.06802721088435372,0.5442176870748299,doc_352153836048_item.txt,B2
732,doc_250437183679_item.txt,1.818181818181818,0.0,7.272727272727272,0.0,6.0606060606060606,0.0,1.818181818181818,0.6060606060606061,0.0,0.0,1.2121212121212122,12.12121212121212,0.0,10.909090909090908,0.0,0.6060606060606061,1.818181818181818,doc_250437183679_item.txt,A2
796,doc_59711134410_item.txt,4.137931034482759,0.0,6.206896551724138,0.6896551724137931,2.7586206896551726,0.0,1.0344827586206895,1.7241379310344829,1.0344827586206895,2.0689655172413794,3.7931034482758617,17.24137931034483,0.0,7.931034482758621,0.0,0.3448275862068966,2.0689655172413794,doc_59711134410_item.txt,B1
805,doc_59711134411_item.txt,2.3529411764705883,0.0,3.5294117647058822,0.0,3.5294117647058822,0.0,1.1764705882352942,1.1764705882352942,0.5882352941176471,0.0,2.3529411764705883,15.882352941176471,0.0,7.647058823529411,0.0,0.0,1.1764705882352942,doc_59711134411_item.txt,A2
819,doc_670731433428_item.txt,3.015075376884422,0.0,6.532663316582915,1.0050251256281406,2.512562814070352,0.0,2.010050251256281,1.0050251256281406,0.0,1.0050251256281406,2.010050251256281,11.557788944723619,0.0,10.050251256281408,0.0,0.5025125628140703,1.0050251256281406,doc_670731433428_item.txt,B1
830,doc_670731433429_item.txt,2.9411764705882346,0.5882352941176471,7.0588235294117645,0.0,2.3529411764705883,0.0,2.3529411764705883,1.1764705882352942,0.0,0.0,2.9411764705882346,20.588235294117645,0.5882352941176471,9.411764705882351,0.0,0.5882352941176471,1.1764705882352942,doc_670731433429_item.txt,A2
864,doc_418635605058_item.txt,3.3602150537634405,0.2688172043010753,4.973118279569892,0.0,2.6881720430107525,0.0,0.8064516129032258,1.3440860215053765,5.779569892473117,0.9408602150537636,1.6129032258064515,13.844086021505374,0.2688172043010753,5.241935483870968,0.0,0.2688172043010753,0.8064516129032258,doc_418635605058_item.txt,C1
869,doc_248492639280_item.txt,3.6020583190394517,0.17152658662092626,3.2590051457975986,0.17152658662092626,1.5437392795883362,0.17152658662092626,0.8576329331046313,1.37221269296741,1.0291595197255576,0.8576329331046313,2.2298456260720414,15.780445969125216,0.0,7.204116638078902,0.0,0.5145797598627788,1.5437392795883362,doc_248492639280_item.txt,B2
878,doc_248492639281_item.txt,4.380952380952381,0.3809523809523809,3.428571428571429,0.0,1.5238095238095235,0.19047619047619047,0.7619047619047619,1.5238095238095235,0.9523809523809524,2.4761904761904763,2.2857142857142856,19.238095238095237,0.0,6.095238095238094,0.0,0.7619047619047619,2.095238095238096,doc_248492639281_item.txt,B2
886,doc_418635605059_item.txt,3.4296028880866434,0.7220216606498195,4.332129963898916,0.36101083032490977,2.7075812274368234,0.0,0.5415162454873645,1.444043321299639,7.9422382671480145,1.083032490974729,2.3465703971119134,13.537906137184114,0.0,6.31768953068592,0.0,0.18050541516245489,1.444043321299639,doc_418635605059_item.txt,C1
902,doc_491521502005_item.txt,3.0075187969924815,0.0,12.030075187969926,0.0,0.0,0.0,3.0075187969924815,1.5037593984962403,0.7518796992481203,1.5037593984962403,6.015037593984963,13.533834586466165,0.0,12.781954887218044,0.0,0.0,3.0075187969924815,doc_491521502005_item.txt,B1
911,doc_491521502004_item.txt,1.30718954248366,0.0,6.535947712418301,2.6143790849673203,1.30718954248366,0.0,3.2679738562091507,0.0,0.6535947712418301,0.6535947712418301,3.2679738562091507,13.725490196078432,0.0,11.111111111111109,0.0,0.0,4.575163398692809,doc_491521502004_item.txt,B1
919,doc_213943984979_item.txt,6.403940886699507,0.4926108374384237,8.374384236453201,0.0,0.9852216748768472,0.0,2.4630541871921183,1.9704433497536944,0.0,0.0,4.9261083743842375,11.330049261083744,0.0,13.300492610837441,0.0,0.0,1.9704433497536944,doc_213943984979_item.txt,B1
948,doc_179057669485_item.txt,6.83453237410072,0.7194244604316548,7.1942446043165456,0.0,0.7194244604316548,0.0,1.4388489208633095,1.0791366906474822,0.7194244604316548,0.7194244604316548,3.2374100719424463,11.8705035971223,0.0,8.992805755395683,0.0,0.0,0.7194244604316548,doc_179057669485_item.txt,B1
962,doc_179057669484_item.txt,3.5087719298245608,1.1695906432748535,11.111111111111109,0.0,0.5847953216374269,0.0,3.5087719298245608,0.5847953216374269,0.5847953216374269,0.5847953216374269,5.263157894736842,18.71345029239766,0.0,12.280701754385964,0.0,0.0,1.1695906432748535,doc_179057669484_item.txt,B1
968,doc_873901597524_item.txt,4.716981132075472,0.0,6.60377358490566,0.0,0.9433962264150944,0.0,1.8867924528301887,1.8867924528301887,0.9433962264150944,0.0,4.245283018867925,14.622641509433961,0.0,11.320754716981131,0.0,0.0,2.358490566037736,doc_873901597524_item.txt,B1
970,doc_104580264078_item.txt,4.198473282442748,0.0,3.0534351145038165,0.0,1.5267175572519085,0.0,1.1450381679389312,1.1450381679389312,1.1450381679389312,0.38167938931297707,0.7633587786259541,23.282442748091608,0.0,6.4885496183206115,0.0,0.0,1.5267175572519085,doc_104580264078_item.txt,A2
980,doc_873901597525_item.txt,4.4444444444444455,0.4444444444444444,4.4444444444444455,0.0,0.8888888888888888,0.0,2.2222222222222223,0.8888888888888888,0.8888888888888888,0.0,4.0,9.777777777777779,0.0,9.777777777777779,0.0,0.0,0.8888888888888888,doc_873901597525_item.txt,B1
991,doc_104580264079_item.txt,5.869324473975637,0.22148394241417496,7.6411960132890355,0.11074197120708748,1.7718715393133997,0.0,0.6644518272425249,2.3255813953488373,0.3322259136212625,0.0,1.7718715393133997,21.040974529346627,0.0,7.862679955703211,0.0,0.0,0.5537098560354374,doc_104580264079_item.txt,C1
1005,doc_536541856858_item.txt,7.339449541284404,0.0,5.504587155963304,0.0,2.4464831804281344,0.0,1.2232415902140672,1.2232415902140672,1.2232415902140672,0.6116207951070336,3.058103975535168,19.266055045871557,0.0,9.174311926605503,0.0,0.0,2.140672782874617,doc_536541856858_item.txt,B2
1015,doc_917563762590_item.txt,5.25908739365816,0.2320185614849188,6.109822119102862,0.0,0.6960556844547563,0.07733952049497292,0.6960556844547563,1.4694508894044858,0.4640371229698376,0.2320185614849188,2.0108275328692957,13.689095127610212,0.07733952049497292,6.8058778035576175,0.0,0.2320185614849188,1.0054137664346479,doc_917563762590_item.txt,C1
1021,doc_491521502144_item.txt,7.0100143061516444,0.14306151645207438,6.580829756795423,0.2861230329041488,1.430615164520744,0.0,1.0014306151645207,2.5751072961373387,0.14306151645207438,0.7153075822603719,2.0028612303290414,17.596566523605148,0.0,8.011444921316166,0.0,0.14306151645207438,1.144492131616595,doc_491521502144_item.txt,C1
1044,doc_758697108774_item.txt,7.0397111913357415,0.36101083032490977,8.844765342960287,0.36101083032490977,1.444043321299639,0.0,1.444043321299639,1.263537906137184,0.7220216606498195,0.36101083032490977,2.7075812274368234,17.870036101083034,0.0,7.220216606498194,0.0,0.18050541516245489,2.3465703971119134,doc_758697108774_item.txt,B2
1048,doc_598411711894_item.txt,2.0,0.0,3.5000000000000004,0.5,4.0,0.0,1.0,1.0,5.0,0.5,5.5,16.5,0.0,8.0,0.0,2.0,2.5,doc_598411711894_item.txt,A2
1049,doc_352153836034_item.txt,3.6853295535081503,0.6378454996456413,4.748405386250887,0.0,0.7795889440113395,0.0,0.5669737774627923,0.8504606661941885,0.14174344436569808,0.14174344436569808,1.48830616583983,10.418143160878811,0.07087172218284904,6.024096385542169,0.07087172218284904,0.0,0.7795889440113395,doc_352153836034_item.txt,C1
1050,doc_802069853802_item.txt,5.405405405405406,0.0,9.459459459459461,0.0,0.0,0.0,3.3783783783783785,0.0,0.6756756756756757,0.6756756756756757,4.0540540540540535,15.54054054054054,0.0,16.216216216216218,0.0,0.0,2.702702702702702,doc_802069853802_item.txt,B1
1058,doc_758697108775_item.txt,6.273062730627307,0.7380073800738007,4.7970479704797055,0.3690036900369004,6.273062730627307,0.0,1.8450184501845015,1.1070110701107008,0.3690036900369004,0.0,2.5830258302583027,14.022140221402214,0.0,8.856088560885606,0.3690036900369004,0.7380073800738007,0.7380073800738007,doc_758697108775_item.txt,B1
1064,doc_598411711895_item.txt,1.507537688442211,0.0,3.5175879396984926,0.5025125628140703,5.025125628140704,0.0,0.5025125628140703,0.5025125628140703,4.522613065326634,0.5025125628140703,3.5175879396984926,17.08542713567839,0.0,9.547738693467336,0.0,1.507537688442211,2.512562814070352,doc_598411711895_item.txt,A2
1065,doc_352153836035_item.txt,2.733578131374949,0.24479804161566704,4.039167686658507,0.0,0.36719706242350064,0.0,0.4079967360261118,0.5711954304365565,0.2039983680130559,0.08159934720522236,0.8975928192574459,6.9767441860465125,0.0,4.977560179518564,0.0,0.08159934720522236,0.3263973888208894,doc_352153836035_item.txt,C1
1070,doc_700683985634_item.txt,5.399061032863849,0.2347417840375587,8.685446009389672,0.7042253521126761,2.112676056338028,0.0,1.4084507042253522,0.4694835680751174,1.4084507042253522,0.2347417840375587,2.112676056338028,16.666666666666664,0.0,7.746478873239436,0.0,0.9389671361502347,0.7042253521126761,doc_700683985634_item.txt,B2
1079,doc_700683985635_item.txt,4.143784323514728,0.39940089865202205,3.99400898652022,0.19970044932601103,3.99400898652022,0.0,0.2995506739890165,1.0983524712930606,1.0983524712930606,0.4493260109835248,1.0484273589615578,16.075886170743882,0.0,4.343484772840739,0.0,0.04992511233150275,0.6490264603095357,doc_700683985635_item.txt,B2
1086,doc_901133458150_item.txt,3.428571428571429,0.0,6.285714285714287,0.0,0.5714285714285714,0.0,2.2857142857142856,0.5714285714285714,0.0,0.5714285714285714,3.428571428571429,12.571428571428573,0.0,5.7142857142857135,0.0,0.0,1.7142857142857144,doc_901133458150_item.txt,A2
1108,doc_213943984931_item.txt,7.5,0.0,5.833333333333332,0.4166666666666667,0.4166666666666667,0.0,2.9166666666666665,0.8333333333333334,0.0,0.8333333333333334,2.9166666666666665,20.833333333333336,0.0,8.333333333333332,0.0,0.4166666666666667,1.25,doc_213943984931_item.txt,B1
1118,doc_213943984930_item.txt,4.947916666666666,0.0,6.510416666666668,0.0,0.5208333333333333,0.0,1.5625,1.3020833333333337,1.3020833333333337,0.78125,2.864583333333333,12.760416666666664,0.26041666666666663,12.5,0.0,0.0,1.5625,doc_213943984930_item.txt,B1
1129,doc_646502755925_item.txt,1.5151515151515151,0.0,4.040404040404041,0.5050505050505051,4.545454545454546,0.0,1.5151515151515151,1.0101010101010102,5.05050505050505,0.5050505050505051,4.040404040404041,18.181818181818183,0.0,9.090909090909092,0.0,1.5151515151515151,2.525252525252525,doc_646502755925_item.txt,A2
1136,doc_177993561432_item.txt,4.375,1.25,8.75,0.0,0.0,0.0,3.75,1.875,0.0,1.875,3.125,16.25,0.0,11.875,0.0,0.0,1.25,doc_177993561432_item.txt,B1
1137,doc_801781988535_item.txt,2.503128911138924,0.1251564455569462,1.5018773466833542,0.0,1.877346683354193,0.1251564455569462,0.5006257822277848,1.3767209011264079,0.7509386733416771,0.5006257822277848,0.5006257822277848,20.65081351689612,0.0,1.2515644555694618,0.0,0.2503128911138924,0.7509386733416771,doc_801781988535_item.txt,A2
1139,doc_646502755924_item.txt,1.6260162601626018,0.0,6.504065040650407,0.4065040650406505,4.4715447154471555,0.0,1.2195121951219512,0.4065040650406505,4.065040650406504,0.8130081300813009,3.252032520325204,16.260162601626014,0.0,8.536585365853659,0.4065040650406505,1.6260162601626018,2.4390243902439024,doc_646502755924_item.txt,A2
1141,doc_177993561433_item.txt,7.6190476190476195,0.4761904761904762,5.238095238095238,0.0,0.0,0.0,1.9047619047619049,0.4761904761904762,0.4761904761904762,0.4761904761904762,4.761904761904762,19.047619047619047,0.0,6.666666666666668,0.0,0.0,2.8571428571428568,doc_177993561433_item.txt,B1
1167,doc_873901597552_item.txt,10.483870967741936,0.8064516129032258,4.838709677419356,0.0,0.8064516129032258,0.0,3.2258064516129035,0.0,2.419354838709677,0.8064516129032258,4.032258064516129,20.967741935483872,0.0,8.870967741935484,0.0,0.0,2.419354838709677,doc_873901597552_item.txt,B1
1170,doc_802069853719_item.txt,1.7964071856287425,0.0,7.185628742514971,0.5988023952095809,1.7964071856287425,0.0,1.7964071856287425,0.5988023952095809,0.0,0.0,2.9940119760479043,13.17365269461078,0.0,9.580838323353293,0.0,0.5988023952095809,1.7964071856287425,doc_802069853719_item.txt,B1
1178,doc_446095845761_item.txt,4.938271604938271,0.41152263374485604,3.840877914951989,0.0,2.05761316872428,0.0,0.8230452674897121,1.2345679012345678,5.6241426611796985,0.9602194787379972,1.3717421124828533,12.620027434842248,0.0,5.8984910836762685,0.0,0.2743484224965706,1.3717421124828533,doc_446095845761_item.txt,C1
1184,doc_802069853718_item.txt,4.195804195804196,0.6993006993006993,9.79020979020979,0.6993006993006993,1.3986013986013983,0.0,1.3986013986013983,0.6993006993006993,0.6993006993006993,0.6993006993006993,3.4965034965034967,13.98601398601399,0.0,12.587412587412588,0.0,0.6993006993006993,2.797202797202797,doc_802069853718_item.txt,B1
